temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.05,0.022,0.0
1,22.75999999999999,-6.660000000000025,0.071,0.029,0.0
2,40.629999999999995,-13.79000000000002,0.073,0.031,0.026
3,71.57,-27.519999999999982,0.059,0.028,0.039
4,94.1,-32.110000000000014,0.041,0.03,0.025
5,113.31,-31.25999999999999,0.031,0.023,0.024
6,135.8,-31.769999999999982,0.028,0.02,0.028
7,153.96,-32.75999999999999,0.022,0.019,0.023
8,212.75000000000003,-33.23000000000002,0.038,0.025,0.0
9,229.4,-33.50999999999999,0.032,0.029,0.021
10,250.06000000000003,-34.579999999999984,0.038,0.026,0.026
11,265.54999999999995,-34.64999999999998,0.027,0.027,0.019
12,286.15,-35.20999999999998,0.045,0.023,0.027
13,302.77,-42.089999999999975,0.056,0.029,0.022
14,316.26,-41.70999999999998,0.057,0.024,0.017
15,325.02,-42.56,0.06,0.034,0.011
