temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.092,0.033,0.0
1,41.96000000000001,-35.370000000000005,0.067,0.034,0.065
2,123.26000000000002,-91.35000000000002,0.052,0.031,0.128
3,166.33,-110.69999999999999,0.033,0.035,0.085
4,213.00000000000003,-152.81,0.103,0.033,0.118
5,237.37000000000003,-187.45,0.082,0.034,0.058
6,251.66,-197.46,0.071,0.034,0.027
7,331.94000000000005,-331.33,0.062,0.018,0.0
8,260.18000000000006,-204.04,0.069,0.037,0.017
9,333.49,-344.9,0.097,0.02,0.029
10,302.32000000000005,-312.58,0.072,0.022,0.0
