temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.061,0.017,0.0
1,-16.650000000000034,30.319999999999993,0.054,0.026,0.036
2,-45.60000000000002,46.69999999999999,0.035,0.036,0.046
3,-75.89000000000004,64.71999999999997,0.034,0.035,0.061
4,-114.63000000000002,87.64999999999998,0.07,0.036,0.08
5,-131.92000000000002,103.96999999999997,0.076,0.034,0.041
6,-147.66000000000003,118.53999999999996,0.074,0.039,0.035
7,-167.13000000000002,133.78999999999996,0.092,0.049,0.054
8,-185.70000000000002,152.47999999999996,0.114,0.055,0.046
9,-204.87000000000003,175.21999999999997,0.114,0.051,0.051
10,-216.57000000000002,190.08999999999997,0.102,0.046,0.033
