temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.021,0.0
1,1.6800000000000068,7.110000000000014,0.028,0.029,0.014
2,1.7700000000000102,21.849999999999966,0.027,0.027,0.029
3,0.12000000000000455,37.64999999999998,0.028,0.027,0.032
4,-0.8599999999999852,51.31999999999999,0.031,0.028,0.041
5,0.8900000000000148,63.339999999999975,0.048,0.029,0.033
6,2.210000000000008,82.69999999999999,0.058,0.033,0.039
7,0.9800000000000182,103.95999999999998,0.056,0.03,0.043
8,3.0700000000000216,120.23000000000002,0.066,0.033,0.033
9,4.050000000000011,135.87,0.05,0.03,0.031
10,2.280000000000001,152.2,0.059,0.029,0.033
11,4.680000000000007,166.99,0.053,0.033,0.03
12,4.530000000000001,178.26,0.061,0.032,0.023
13,3.719999999999999,186.54000000000002,0.062,0.036,0.017
