temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.041,0.0
1,30.870000000000005,13.389999999999986,0.026,0.039,0.043
2,78.06,35.69,0.033,0.035,0.068
3,115.66000000000003,55.75,0.031,0.031,0.063
4,142.76,71.75999999999999,0.04,0.027,0.064
5,171.36,94.37,0.061,0.026,0.062
6,206.43,124.98999999999995,0.065,0.03,0.075
7,239.26999999999998,149.15999999999997,0.072,0.035,0.063
8,269.74,172.28999999999996,0.06,0.032,0.059
9,290.51,187.33999999999997,0.066,0.033,0.04
10,254.8,-228.32000000000002,0.05,0.022,0.0
