temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.027,0.028,0.0
1,-1.7099999999999795,28.05000000000001,0.025,0.026,0.0
2,-2.919999999999959,40.52000000000004,0.031,0.03,0.025
3,-5.789999999999964,54.50999999999999,0.029,0.03,0.035
4,-4.939999999999998,67.65000000000003,0.043,0.024,0.042
5,-2.7399999999999523,85.94999999999999,0.054,0.027,0.037
6,-1.5399999999999636,103.39000000000004,0.053,0.029,0.035
7,0.18999999999999773,121.44,0.057,0.029,0.036
8,0.37000000000000455,137.5,0.055,0.031,0.032
9,1.6100000000000136,153.72000000000003,0.058,0.034,0.032
10,2.420000000000016,167.78000000000003,0.057,0.031,0.028
11,2.6299999999999955,184.38,0.055,0.031,0.033
12,2.240000000000009,195.56,0.065,0.034,0.022
13,0.8100000000000023,203.49,0.058,0.03,0.016
