temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.032,0.032,0.0
1,6.1200000000000045,2.829999999999984,0.036,0.033,0.01
2,15.930000000000007,11.050000000000011,0.037,0.036,0.021
3,32.69999999999999,20.44999999999999,0.038,0.042,0.028
4,50.34,33.79000000000002,0.043,0.041,0.035
5,75.24999999999997,48.5,0.046,0.042,0.043
6,96.99999999999997,61.26999999999998,0.042,0.045,0.037
7,119.10999999999999,76.69999999999999,0.052,0.046,0.054
8,143.26000000000002,92.54000000000002,0.069,0.043,0.052
9,168.53,111.36000000000001,0.079,0.046,0.049
10,190.21,132.76999999999998,0.075,0.044,0.05
11,208.16,146.08999999999997,0.081,0.046,0.035
12,217.21,150.25,0.083,0.045,0.014
