temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.019,0.034,0.0
1,11.680000000000007,8.0,0.025,0.037,0.022
2,33.52000000000001,23.100000000000023,0.039,0.04,0.035
3,52.400000000000006,38.10000000000002,0.042,0.04,0.038
4,97.98000000000002,73.15000000000003,0.067,0.04,0.132
5,124.35000000000002,100.54000000000002,0.072,0.04,0.064
6,148.51999999999998,126.00999999999999,0.081,0.045,0.059
7,174.51,149.84000000000003,0.076,0.042,0.058
8,191.72000000000003,170.81,0.071,0.041,0.047
9,203.7,184.57,0.085,0.042,0.031
10,209.45,192.44,0.08,0.041,0.017
