temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.02,0.0
1,14.019999999999982,14.100000000000023,0.028,0.02,0.033
2,33.06,23.899999999999977,0.031,0.031,0.031
3,47.42999999999998,32.75999999999999,0.029,0.031,0.025
4,67.41999999999999,46.329999999999984,0.032,0.033,0.037
5,87.15,55.69999999999999,0.041,0.039,0.031
6,108.12999999999997,69.49000000000001,0.042,0.039,0.043
7,130.6,82.14999999999998,0.052,0.034,0.052
8,149.28,96.60000000000002,0.072,0.04,0.037
9,166.4,115.01999999999998,0.08,0.036,0.043
10,180.98,129.70999999999998,0.07,0.038,0.034
11,194.59,138.23000000000002,0.073,0.038,0.024
