temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.019,0.0
1,-10.259999999999991,-2.9700000000000273,0.071,0.034,0.014
2,-22.939999999999998,-17.319999999999993,0.073,0.039,0.033
3,-36.05000000000001,-30.620000000000005,0.078,0.042,0.031
4,-58.879999999999995,-59.860000000000014,0.076,0.044,0.065
5,-78.10000000000002,-83.79000000000002,0.085,0.045,0.054
6,-98.67000000000002,-113.86000000000001,0.095,0.045,0.058
7,-120.07,-139.90000000000003,0.069,0.047,0.041
8,-141.99,-157.36,0.049,0.048,0.044
9,-160.91,-175.5,0.05,0.05,0.043
10,-175.94,-190.16000000000003,0.046,0.044,0.035
11,-183.89,-197.02000000000004,0.042,0.051,0.017
