temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.904,0.624,0.0
1,-146.09000000000003,394.79999999999995,0.065,0.022,0.0
2,-160.06000000000006,380.0,0.065,0.035,0.034
3,-180.48000000000008,356.94,0.083,0.038,0.053
4,-212.55000000000007,324.82,0.061,0.035,0.054
5,-237.23000000000008,303.15,0.047,0.036,0.051
6,-258.13000000000005,287.67999999999995,0.046,0.043,0.04
7,-273.74,268.59999999999997,0.041,0.041,0.043
8,-289.88000000000005,253.56000000000003,0.039,0.032,0.036
9,-305.07000000000005,238.39000000000001,0.038,0.049,0.039
10,-312.75000000000006,229.07,0.041,0.055,0.024
11,-280.69000000000005,171.20000000000002,0.073,0.022,0.0
12,-310.1500000000001,202.75,0.026,0.023,0.0
