temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.098,0.033,0.0
1,-8.899999999999977,12.999999999999972,0.104,0.037,0.028
2,-16.519999999999982,27.409999999999997,0.087,0.04,0.022
3,-31.610000000000014,39.84,0.066,0.047,0.026
4,-45.45999999999998,47.70000000000002,0.047,0.048,0.023
5,-60.89999999999998,54.98999999999998,0.046,0.047,0.024
6,-76.95999999999998,61.51000000000002,0.051,0.052,0.024
7,-93.15999999999997,69.43999999999997,0.047,0.049,0.026
8,-107.5,76.28999999999999,0.058,0.049,0.023
9,-119.62,81.95000000000002,0.066,0.048,0.024
10,-131.0,92.9,0.076,0.052,0.027
11,-140.92,104.38000000000002,0.089,0.05,0.027
12,-151.97,114.36999999999998,0.098,0.053,0.025
13,-159.51999999999998,121.14000000000001,0.105,0.055,0.021
14,-165.65,128.76000000000002,0.108,0.054,0.019
