temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.092,0.036,0.0
1,-9.199999999999989,15.269999999999982,0.065,0.034,0.018
2,-26.420000000000016,25.25999999999999,0.041,0.044,0.029
3,-46.360000000000014,35.360000000000014,0.041,0.042,0.032
4,-67.61000000000001,44.69,0.05,0.047,0.032
5,-93.75999999999999,58.10000000000002,0.049,0.043,0.05
6,-124.66,79.56,0.077,0.041,0.076
7,-144.72,97.32999999999998,0.097,0.046,0.059
8,-162.17,119.31,0.11,0.052,0.052
9,-177.60999999999999,135.70999999999998,0.125,0.052,0.038
10,-183.56,144.10000000000002,0.125,0.057,0.018
