temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.062,0.021,0.0
1,-78.48999999999995,386.90999999999997,0.055,0.028,0.0
2,-93.25,364.46999999999997,0.083,0.042,0.049
3,-101.32,352.34999999999997,0.087,0.044,0.026
4,-119.42999999999995,332.71,0.088,0.043,0.045
5,-129.58999999999997,317.88,0.087,0.046,0.032
6,-136.20999999999998,309.15,0.074,0.048,0.017
7,-147.08999999999997,298.92,0.057,0.046,0.02
8,-157.57,290.99,0.056,0.044,0.021
9,-173.2,278.76,0.041,0.046,0.031
10,-183.14999999999998,271.46999999999997,0.045,0.049,0.019
11,-193.67999999999995,264.32,0.039,0.043,0.019
12,-200.01999999999998,257.09999999999997,0.042,0.042,0.016
13,-209.51999999999998,250.82,0.04,0.042,0.017
14,-216.71999999999997,243.20999999999998,0.041,0.04,0.018
15,-225.24999999999997,236.88,0.04,0.04,0.017
16,-231.25999999999996,230.26,0.048,0.044,0.015
17,-236.08999999999997,227.15999999999997,0.056,0.068,0.009
18,-198.67999999999998,167.2,0.066,0.022,0.0
