temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.066,0.035,0.0
1,-10.21999999999997,5.280000000000001,0.09,0.037,0.022
2,-25.44999999999999,27.22,0.114,0.039,0.051
3,-57.19999999999999,73.83000000000001,0.102,0.045,0.06
4,-88.75,92.74999999999997,0.043,0.048,0.049
5,-122.37,105.49999999999997,0.041,0.047,0.049
6,-157.07999999999998,117.54999999999998,0.055,0.045,0.056
7,-184.48,134.66,0.078,0.048,0.055
8,-208.85999999999999,148.85999999999999,0.101,0.049,0.059
9,-225.67,169.47,0.101,0.048,0.05
10,-240.60999999999999,184.48999999999998,0.106,0.046,0.035
11,-249.46999999999997,192.82000000000002,0.115,0.049,0.02
