temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.055,0.024,0.0
1,12.610000000000014,-5.839999999999975,0.064,0.037,0.018
2,29.460000000000008,-9.579999999999984,0.064,0.038,0.019
3,71.01000000000002,-10.399999999999977,0.039,0.038,0.051
4,97.27000000000001,-8.909999999999968,0.041,0.038,0.033
5,127.37000000000003,-8.199999999999989,0.039,0.036,0.038
6,157.15,-9.009999999999991,0.043,0.039,0.037
7,182.70000000000002,-9.310000000000002,0.045,0.039,0.032
8,206.30000000000004,-8.979999999999961,0.054,0.037,0.029
9,227.58,-11.609999999999957,0.068,0.041,0.028
10,239.49000000000004,-13.769999999999982,0.074,0.042,0.016
