temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.03,0.0
1,14.719999999999999,7.610000000000014,0.021,0.026,0.019
2,30.569999999999993,16.94999999999999,0.022,0.022,0.027
3,48.5,31.839999999999975,0.043,0.022,0.054
4,70.62,56.69,0.051,0.024,0.057
5,91.37,77.42000000000002,0.06,0.026,0.049
6,112.69999999999999,99.13,0.064,0.022,0.051
7,126.56,111.69,0.052,0.029,0.031
8,137.89999999999998,121.01999999999998,0.061,0.03,0.023
9,146.01999999999998,131.14999999999998,0.063,0.028,0.023
10,151.51999999999998,136.54000000000002,0.07,0.03,0.013
