temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.024,0.026,0.0
1,-0.13999999999998636,9.45999999999998,0.027,0.028,0.019
2,-2.5,20.41999999999996,0.028,0.029,0.022
3,-6.139999999999986,43.31999999999999,0.037,0.034,0.067
4,-5.930000000000007,60.370000000000005,0.055,0.034,0.05
5,-4.939999999999998,85.82,0.061,0.036,0.051
6,-4.680000000000007,108.36000000000001,0.067,0.037,0.046
7,-2.840000000000032,125.68,0.062,0.037,0.035
8,-3.9499999999999886,140.87,0.064,0.038,0.03
9,-4.1200000000000045,157.51999999999998,0.063,0.037,0.033
