temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.085,0.034,0.0
1,13.210000000000008,-20.129999999999995,0.078,0.03,0.043
2,30.080000000000013,-41.39999999999998,0.076,0.028,0.047
3,49.69,-63.65999999999997,0.075,0.031,0.051
4,87.15,-105.50999999999999,0.041,0.027,0.054
5,110.65,-117.99000000000001,0.034,0.031,0.038
6,133.76,-127.39999999999998,0.028,0.03,0.034
7,155.95,-136.37,0.026,0.023,0.033
8,177.08999999999997,-145.81,0.026,0.029,0.032
9,187.05,-151.56,0.03,0.031,0.017
10,201.82999999999998,-158.15999999999997,0.044,0.028,0.028
11,210.32,-161.59999999999997,0.055,0.028,0.021
12,218.45999999999998,-170.13,0.064,0.027,0.022
