temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.108,0.019,0.0
1,-57.0,172.63,0.029,0.025,0.0
2,-57.0,178.53000000000003,0.032,0.034,0.012
3,-58.110000000000014,189.74,0.03,0.03,0.022
4,-64.66000000000003,205.67000000000002,0.035,0.036,0.033
5,-66.55000000000001,222.42000000000002,0.037,0.041,0.044
6,-67.15000000000003,238.2,0.049,0.033,0.049
7,-66.31,259.37,0.066,0.03,0.042
8,-66.36000000000001,278.89000000000004,0.068,0.032,0.039
9,-67.55000000000001,294.65000000000003,0.059,0.032,0.032
10,-66.97000000000003,305.78000000000003,0.058,0.035,0.022
11,-68.51000000000005,317.58000000000004,0.058,0.035,0.024
12,-68.92000000000002,329.43,0.056,0.03,0.024
