temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.024,0.0
1,-1.25,-11.370000000000005,0.063,0.028,0.023
2,-0.39999999999997726,-28.739999999999952,0.048,0.024,0.035
3,0.8500000000000227,-47.50999999999999,0.052,0.024,0.037
4,0.1500000000000341,-64.89999999999998,0.05,0.027,0.035
5,1.1200000000000045,-83.60999999999996,0.052,0.025,0.031
6,1.080000000000041,-99.88,0.033,0.029,0.022
7,2.57000000000005,-111.00999999999999,0.029,0.029,0.022
8,2.990000000000009,-119.95999999999998,0.03,0.033,0.018
9,4.310000000000002,-130.09999999999997,0.03,0.031,0.02
10,6.310000000000002,-136.73999999999995,0.032,0.034,0.014
11,5.53000000000003,-144.72999999999996,0.034,0.031,0.016
12,5.480000000000018,-150.25,0.035,0.036,0.011
