temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.07,0.023,0.0
1,-13.45999999999998,21.47999999999996,0.064,0.028,0.025
2,-36.39999999999998,31.310000000000002,0.031,0.035,0.035
3,-60.14999999999998,42.43000000000001,0.04,0.038,0.037
4,-96.34999999999997,59.06,0.05,0.039,0.07
5,-115.33999999999997,74.94999999999999,0.068,0.037,0.044
6,-135.45,92.09999999999997,0.074,0.042,0.044
7,-152.97,107.44,0.091,0.043,0.043
8,-170.04999999999998,125.74000000000001,0.098,0.043,0.053
9,-186.76,145.38,0.115,0.042,0.044
10,-202.67,163.57999999999998,0.107,0.045,0.041
11,-214.72,178.05,0.107,0.05,0.033
12,-227.17999999999998,191.32999999999998,0.1,0.047,0.031
13,-236.59999999999997,201.57,0.094,0.044,0.024
