temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.082,0.035,0.0
1,15.329999999999984,-6.659999999999968,0.085,0.036,0.022
2,36.120000000000005,-14.129999999999995,0.067,0.038,0.031
3,74.06,-16.819999999999993,0.033,0.038,0.04
4,106.91999999999999,-17.189999999999998,0.039,0.044,0.041
5,124.88,-16.5,0.039,0.038,0.022
6,155.87,-16.519999999999982,0.041,0.038,0.039
7,174.32,-18.069999999999993,0.043,0.043,0.023
8,188.95999999999998,-17.50999999999999,0.045,0.045,0.018
9,203.26999999999998,-16.629999999999995,0.047,0.045,0.018
10,219.87,-16.889999999999986,0.053,0.048,0.021
11,231.37,-15.560000000000002,0.062,0.042,0.015
12,242.32999999999998,-15.860000000000014,0.069,0.041,0.015
13,249.52999999999997,-18.909999999999968,0.082,0.042,0.015
