temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.077,0.024,0.0
1,-15.670000000000016,28.649999999999977,0.084,0.028,0.046
2,-39.639999999999986,53.25,0.041,0.038,0.044
3,-76.83999999999997,75.26999999999998,0.04,0.044,0.074
4,-102.07,90.73000000000002,0.062,0.039,0.06
5,-119.88,110.04000000000002,0.077,0.037,0.045
6,-137.17,128.04000000000002,0.079,0.039,0.043
7,-154.91,145.0,0.077,0.042,0.042
8,-173.19,163.43,0.09,0.046,0.058
9,-188.47,184.22000000000003,0.107,0.045,0.046
10,-204.4,205.41000000000003,0.102,0.046,0.047
11,-210.73,213.76,0.105,0.049,0.019
