temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.057,0.026,0.0
1,2.0400000000000205,-11.149999999999977,0.058,0.031,0.022
2,1.920000000000016,-25.069999999999993,0.067,0.032,0.028
3,2.3799999999999955,-68.67000000000002,0.059,0.03,0.074
4,2.2200000000000273,-92.42000000000002,0.049,0.034,0.031
5,4.410000000000025,-110.86000000000001,0.034,0.033,0.032
6,7.560000000000002,-126.35000000000002,0.036,0.035,0.031
7,7.960000000000036,-138.77999999999997,0.033,0.037,0.025
8,8.939999999999998,-148.63,0.033,0.035,0.02
9,10.470000000000027,-155.89,0.034,0.039,0.015
