temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.068,0.023,0.0
1,-11.009999999999991,19.319999999999993,0.09,0.026,0.041
2,-32.379999999999995,45.0,0.045,0.035,0.038
3,-65.44999999999999,60.51999999999998,0.036,0.035,0.052
4,-89.75,72.57999999999998,0.038,0.036,0.039
5,-111.98999999999998,85.45999999999998,0.05,0.034,0.05
6,-126.40999999999997,95.82,0.058,0.034,0.031
7,-146.22999999999996,114.43,0.068,0.036,0.048
8,-161.07999999999998,126.24000000000001,0.085,0.04,0.039
9,-173.92999999999998,140.67000000000002,0.086,0.042,0.037
10,-185.04999999999998,154.98000000000002,0.093,0.039,0.032
11,-194.82999999999998,167.33999999999997,0.1,0.039,0.028
12,-203.89,179.32999999999998,0.1,0.038,0.027
13,-212.89,189.84999999999997,0.094,0.042,0.024
14,-220.96999999999997,200.23000000000002,0.091,0.04,0.023
