temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.026,0.023,0.0
1,-1.589999999999975,9.079999999999984,0.024,0.022,0.018
2,0.4000000000000341,18.310000000000002,0.027,0.027,0.019
3,-1.8199999999999932,42.879999999999995,0.03,0.03,0.054
4,-3.5500000000000114,57.289999999999964,0.029,0.027,0.041
5,-2.3100000000000023,67.25999999999999,0.044,0.031,0.032
6,-1.839999999999975,85.92999999999995,0.051,0.03,0.037
7,-0.5099999999999909,100.66999999999996,0.055,0.031,0.03
8,-0.0999999999999659,113.62,0.063,0.033,0.026
9,-0.14999999999997726,124.44,0.053,0.032,0.022
10,0.17000000000001592,132.7,0.06,0.034,0.017
11,-0.05000000000001137,142.0,0.069,0.035,0.019
12,0.9700000000000273,155.27999999999997,0.064,0.038,0.027
