temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.082,0.02,0.0
1,-11.819999999999993,19.620000000000005,0.089,0.024,0.042
2,-37.889999999999986,53.24999999999997,0.08,0.033,0.05
3,-79.86000000000001,74.82000000000002,0.035,0.037,0.061
4,-110.74000000000001,85.53999999999999,0.043,0.041,0.044
5,-142.43,94.80999999999997,0.035,0.038,0.044
6,-169.34,103.43999999999997,0.044,0.043,0.044
7,-193.67,110.33000000000001,0.068,0.042,0.057
8,-216.32,126.21000000000001,0.105,0.042,0.043
9,-232.85999999999999,144.37999999999997,0.09,0.041,0.042
10,-247.35999999999999,157.58,0.103,0.043,0.032
11,-256.84000000000003,165.46,0.106,0.042,0.02
