temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.071,0.023,0.0
1,-8.0,10.589999999999975,0.096,0.03,0.023
2,-18.99000000000001,32.02999999999997,0.075,0.032,0.027
3,-43.5,49.25999999999999,0.043,0.04,0.042
4,-60.420000000000016,57.02999999999997,0.041,0.037,0.026
5,-77.48000000000002,66.82999999999998,0.039,0.038,0.029
6,-92.08000000000004,74.67000000000002,0.037,0.038,0.024
7,-107.59,82.58999999999997,0.044,0.035,0.029
8,-118.54000000000002,90.89999999999998,0.061,0.037,0.027
9,-129.68,101.37,0.077,0.036,0.026
10,-143.25,113.61000000000001,0.069,0.038,0.03
11,-156.57000000000002,126.75999999999999,0.084,0.041,0.038
12,-171.22000000000003,145.75,0.087,0.037,0.047
13,-188.61,168.45,0.081,0.031,0.05
14,-207.72000000000003,192.99,0.071,0.028,0.055
