temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.022,0.0
1,12.050000000000011,-6.689999999999998,0.063,0.025,0.02
2,35.58000000000001,-10.96999999999997,0.05,0.026,0.028
3,84.41999999999999,-9.420000000000016,0.053,0.031,0.06
4,113.02000000000001,-7.399999999999977,0.065,0.03,0.036
5,142.23,-8.409999999999968,0.065,0.036,0.037
6,170.21,-6.319999999999993,0.066,0.033,0.035
7,196.35999999999999,-6.449999999999989,0.068,0.037,0.033
8,215.88000000000002,-6.889999999999986,0.066,0.037,0.025
9,232.27,-9.269999999999982,0.069,0.039,0.022
10,246.79999999999998,-9.379999999999995,0.07,0.04,0.018
