temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.034,0.02,0.0
1,-0.12999999999999545,-17.95999999999998,0.049,0.027,0.036
2,-0.8799999999999955,-37.22999999999996,0.049,0.026,0.038
3,-1.5500000000000114,-58.56,0.059,0.028,0.043
4,-1.6399999999999864,-80.20999999999998,0.05,0.027,0.042
5,-1.9599999999999795,-101.57,0.034,0.027,0.025
6,-1.8799999999999955,-115.82999999999998,0.036,0.033,0.029
7,-0.18000000000000682,-128.72999999999996,0.026,0.029,0.026
8,2.150000000000034,-138.09999999999997,0.028,0.03,0.019
9,0.4300000000000068,-149.3,0.028,0.029,0.023
10,0.9700000000000273,-157.57,0.031,0.033,0.017
11,1.0,-161.89,0.033,0.028,0.009
