temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.058,0.032,0.0
1,0.4500000000000455,-12.189999999999998,0.065,0.033,0.024
2,0.7800000000000296,-25.189999999999998,0.063,0.034,0.026
3,0.1500000000000341,-53.94,0.057,0.03,0.057
4,-0.9599999999999795,-72.86000000000001,0.057,0.029,0.038
5,-0.3100000000000023,-93.16000000000003,0.052,0.031,0.025
6,-0.7399999999999523,-106.69999999999999,0.031,0.036,0.024
7,0.9700000000000273,-117.12,0.035,0.034,0.021
8,0.36000000000001364,-128.85000000000002,0.034,0.034,0.023
9,2.2000000000000455,-138.62,0.035,0.035,0.02
10,2.5200000000000387,-146.98000000000002,0.031,0.032,0.017
11,1.8600000000000136,-153.42000000000002,0.034,0.037,0.013
12,0.4399999999999977,-157.67000000000002,0.036,0.04,0.009
