temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.028,0.022,0.0
1,-13.399999999999977,5.9500000000000455,0.03,0.028,0.021
2,-35.079999999999984,19.150000000000034,0.031,0.028,0.042
3,-65.28,43.99000000000001,0.055,0.029,0.075
4,-86.26999999999998,67.85000000000002,0.056,0.031,0.056
5,-99.29999999999998,79.91000000000003,0.065,0.035,0.029
6,-112.53,91.74000000000001,0.068,0.037,0.035
7,-129.64,112.44,0.089,0.039,0.052
8,-141.01,126.81,0.094,0.041,0.032
9,-151.04999999999998,138.58000000000004,0.096,0.041,0.027
10,-158.17,148.33000000000004,0.095,0.043,0.021
11,-167.17,159.57000000000005,0.092,0.044,0.025
