temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.077,0.029,0.0
1,18.069999999999993,-8.069999999999993,0.061,0.035,0.028
2,50.84,-10.240000000000009,0.032,0.039,0.032
3,74.96000000000001,-11.139999999999986,0.044,0.041,0.03
4,100.84,-10.350000000000023,0.033,0.036,0.032
5,131.21,-10.389999999999986,0.036,0.038,0.038
6,156.22,-10.360000000000014,0.043,0.043,0.031
7,184.9,-11.569999999999993,0.042,0.044,0.036
8,211.4,-10.089999999999975,0.067,0.045,0.034
9,232.15,-16.120000000000005,0.09,0.04,0.033
10,246.92,-25.089999999999975,0.097,0.036,0.021
11,252.92999999999998,-22.170000000000016,0.093,0.038,0.011
