temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.067,0.025,0.0
1,10.630000000000024,-6.8700000000000045,0.062,0.029,0.019
2,34.380000000000024,-14.900000000000034,0.051,0.029,0.028
3,72.84,-10.670000000000016,0.048,0.029,0.049
4,94.40000000000003,-10.0,0.054,0.033,0.027
5,119.22000000000003,-5.3700000000000045,0.058,0.033,0.032
6,139.2,-5.810000000000002,0.057,0.032,0.025
7,160.72000000000003,-6.180000000000007,0.062,0.036,0.027
8,180.66000000000003,-4.0,0.061,0.033,0.025
9,198.37,-5.0400000000000205,0.059,0.036,0.022
10,212.72000000000003,-5.5400000000000205,0.066,0.036,0.018
11,226.26,-5.509999999999991,0.07,0.04,0.017
12,234.8,-5.3700000000000045,0.077,0.038,0.01
13,241.84000000000003,-6.860000000000014,0.086,0.044,0.009
