temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.053,0.024,0.0
1,-10.900000000000034,-4.199999999999989,0.051,0.033,0.016
2,-36.370000000000005,-5.090000000000032,0.051,0.031,0.032
3,-68.55000000000001,-4.090000000000032,0.061,0.031,0.04
4,-101.83000000000004,-4.650000000000034,0.051,0.03,0.042
5,-136.25000000000003,-7.1299999999999955,0.053,0.03,0.043
6,-166.81000000000003,-7.25,0.051,0.036,0.04
7,-194.75000000000003,-8.329999999999984,0.07,0.04,0.045
8,-222.39000000000001,1.6100000000000136,0.088,0.038,0.04
9,-247.21,10.730000000000018,0.094,0.042,0.036
10,-260.1,13.949999999999989,0.099,0.043,0.017
