temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.036,0.028,0.0
1,-4.389999999999986,12.140000000000043,0.034,0.029,0.025
2,-7.75,28.810000000000002,0.039,0.034,0.034
3,-8.5,46.379999999999995,0.044,0.035,0.035
4,-12.909999999999997,67.38,0.054,0.04,0.061
5,-14.639999999999986,83.31,0.071,0.044,0.047
6,-12.149999999999977,103.65000000000003,0.095,0.043,0.041
7,-13.699999999999989,120.31,0.081,0.044,0.033
8,-13.549999999999983,134.8,0.084,0.04,0.029
9,-12.829999999999984,143.64000000000004,0.086,0.044,0.018
