temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.024,0.036,0.0
1,11.659999999999997,3.019999999999982,0.037,0.045,0.014
2,28.900000000000006,11.329999999999984,0.036,0.042,0.025
3,49.81,21.310000000000002,0.041,0.039,0.033
4,74.19,34.329999999999984,0.043,0.04,0.04
5,98.81,44.670000000000016,0.047,0.035,0.037
6,119.49000000000001,57.19,0.056,0.048,0.046
7,144.72000000000003,78.71999999999997,0.082,0.04,0.06
8,167.32,93.76999999999998,0.097,0.041,0.041
9,182.24,111.76999999999998,0.077,0.044,0.041
10,194.39,123.53999999999996,0.067,0.036,0.028
11,201.25,126.44,0.098,0.038,0.01
