temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.065,0.021,0.0
1,-20.05000000000001,33.0,0.089,0.026,0.057
2,-50.30000000000001,64.5,0.036,0.033,0.054
3,-89.61000000000001,84.40999999999997,0.038,0.038,0.076
4,-110.61000000000001,98.55000000000001,0.057,0.035,0.048
5,-129.42000000000002,119.32,0.064,0.032,0.049
6,-147.57999999999998,135.23000000000002,0.071,0.036,0.04
7,-167.1,152.62,0.069,0.039,0.042
8,-181.92,167.49,0.084,0.037,0.043
9,-195.45,182.38,0.09,0.042,0.039
10,-206.68,197.24,0.095,0.039,0.033
11,-214.06,205.48000000000002,0.078,0.032,0.019
