temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.095,0.034,0.0
1,-16.180000000000007,20.629999999999967,0.095,0.031,0.046
2,-44.53000000000003,46.97999999999999,0.06,0.042,0.044
3,-72.19,54.28999999999999,0.043,0.042,0.038
4,-102.97000000000003,64.10999999999999,0.039,0.041,0.043
5,-135.4,74.08000000000001,0.045,0.039,0.049
6,-163.91000000000003,88.85,0.066,0.038,0.055
7,-190.55,102.36999999999998,0.095,0.044,0.065
8,-217.15,128.42,0.097,0.04,0.062
9,-239.76000000000002,148.21,0.104,0.042,0.049
10,-253.66000000000003,162.79,0.108,0.044,0.034
11,-266.08000000000004,173.76000000000002,0.099,0.046,0.027
