temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.083,0.03,0.0
1,-6.859999999999957,9.480000000000018,0.103,0.035,0.021
2,-26.599999999999966,37.80000000000001,0.093,0.04,0.043
3,-53.549999999999955,55.56999999999999,0.045,0.042,0.04
4,-88.34999999999997,66.63,0.046,0.044,0.049
5,-125.43,78.72000000000003,0.052,0.039,0.058
6,-159.82,92.82,0.067,0.034,0.057
7,-189.39,111.13,0.086,0.044,0.074
8,-216.14999999999998,135.66000000000003,0.095,0.042,0.064
9,-236.32999999999998,152.29000000000002,0.114,0.044,0.042
10,-247.95999999999998,164.09000000000003,0.11,0.047,0.028
11,-255.74999999999997,170.68,0.117,0.049,0.016
