temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.072,0.033,0.0
1,15.409999999999997,-8.619999999999948,0.062,0.033,0.018
2,31.150000000000006,-8.339999999999975,0.051,0.034,0.019
3,84.16,-8.479999999999961,0.057,0.035,0.066
4,116.37000000000003,-7.099999999999966,0.059,0.035,0.04
5,148.17,-7.839999999999975,0.065,0.036,0.04
6,177.34,-7.8799999999999955,0.056,0.038,0.036
7,204.06000000000003,-8.189999999999998,0.068,0.04,0.034
8,227.48,-10.739999999999952,0.08,0.04,0.03
9,241.54999999999998,-12.169999999999959,0.081,0.041,0.018
