temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.024,0.022,0.0
1,-1.670000000000016,7.079999999999984,0.034,0.027,0.014
2,-0.4300000000000068,14.099999999999966,0.038,0.031,0.014
3,-3.670000000000016,36.639999999999986,0.057,0.031,0.063
4,-3.5,60.5,0.061,0.033,0.048
5,-2.920000000000016,82.73000000000002,0.056,0.034,0.045
6,-3.3000000000000114,101.81,0.07,0.035,0.038
7,-3.9500000000000455,117.49000000000001,0.063,0.038,0.031
8,-4.480000000000018,129.52999999999997,0.061,0.038,0.024
9,-4.640000000000043,139.76,0.062,0.034,0.02
