temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.072,0.028,0.0
1,8.109999999999985,-5.859999999999957,0.076,0.025,0.015
2,30.00999999999999,-8.909999999999968,0.055,0.032,0.026
3,58.27000000000001,-9.17999999999995,0.056,0.029,0.035
4,98.58000000000001,-8.289999999999964,0.056,0.034,0.05
5,120.74999999999997,-8.189999999999998,0.059,0.034,0.028
6,142.86999999999998,-6.560000000000002,0.06,0.036,0.028
7,163.58,-5.659999999999968,0.062,0.034,0.026
8,182.63000000000002,-4.569999999999993,0.06,0.036,0.024
9,199.99999999999997,-4.699999999999989,0.066,0.041,0.022
10,213.07000000000002,-4.8700000000000045,0.068,0.039,0.016
11,222.98999999999998,-5.029999999999973,0.072,0.04,0.013
12,230.35999999999999,-3.2899999999999636,0.082,0.043,0.01
