temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.046,0.024,0.0
1,-11.899999999999977,-15.479999999999961,0.067,0.029,0.034
2,-29.5,-32.789999999999964,0.068,0.03,0.04
3,-61.76999999999998,-55.360000000000014,0.045,0.04,0.05
4,-81.25999999999999,-63.51999999999998,0.036,0.035,0.029
5,-100.18,-70.38999999999999,0.035,0.035,0.027
6,-115.97999999999999,-80.01999999999998,0.038,0.034,0.028
7,-133.09,-86.63999999999999,0.033,0.041,0.029
8,-149.73,-93.89999999999998,0.032,0.048,0.03
9,-165.62,-101.07,0.031,0.054,0.025
10,-183.67,-106.84999999999997,0.038,0.053,0.025
11,-194.26,-110.90999999999997,0.034,0.045,0.016
12,-202.29999999999998,-114.17000000000002,0.037,0.047,0.012
