temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.062,0.023,0.0
1,6.100000000000023,-6.090000000000032,0.048,0.037,0.012
2,26.910000000000025,-6.020000000000039,0.037,0.039,0.023
3,56.630000000000024,-4.970000000000027,0.028,0.033,0.033
4,90.98000000000002,-3.590000000000032,0.033,0.034,0.043
5,129.51,-4.259999999999991,0.045,0.04,0.048
6,161.42000000000002,-4.390000000000043,0.043,0.039,0.04
7,192.66000000000003,-3.3600000000000136,0.063,0.042,0.039
8,214.75,-3.980000000000018,0.08,0.043,0.035
9,231.78000000000003,-13.610000000000014,0.098,0.036,0.024
10,239.78000000000003,-17.850000000000023,0.108,0.04,0.011
