temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.063,0.033,0.0
1,-9.660000000000025,-13.769999999999982,0.079,0.038,0.03
2,-21.360000000000014,-31.289999999999964,0.098,0.038,0.038
3,-39.910000000000025,-43.349999999999966,0.069,0.039,0.033
4,-61.160000000000025,-63.329999999999984,0.05,0.039,0.038
5,-86.03000000000003,-75.5,0.039,0.035,0.039
6,-107.05000000000001,-88.66999999999996,0.03,0.033,0.037
7,-129.4,-102.25,0.038,0.04,0.041
8,-154.95000000000002,-118.06,0.034,0.053,0.054
9,-180.25,-129.76,0.038,0.056,0.039
10,-186.45000000000002,-133.82999999999998,0.044,0.065,0.011
