temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.048,0.016,0.0
1,69.94000000000001,17.389999999999986,0.033,0.028,0.0
2,86.89,26.100000000000023,0.026,0.029,0.027
3,111.77,37.59000000000003,0.025,0.023,0.033
4,133.8,47.68000000000001,0.025,0.021,0.04
5,174.47999999999996,85.34000000000003,0.042,0.019,0.0
6,185.83999999999997,94.54000000000002,0.052,0.023,0.023
7,202.76,108.73000000000002,0.041,0.019,0.035
8,219.25,126.87,0.059,0.021,0.042
9,231.03999999999996,138.19,0.053,0.028,0.027
10,240.24,148.54000000000002,0.062,0.03,0.024
