temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.042,0.02,0.0
1,-18.70999999999998,-15.21999999999997,0.039,0.019,0.038
2,-39.839999999999975,-28.909999999999968,0.046,0.026,0.038
3,-72.53,-55.06999999999999,0.051,0.028,0.061
4,-97.06,-75.25,0.042,0.033,0.04
5,-126.91999999999999,-86.03999999999996,0.04,0.031,0.041
6,-157.48,-92.64999999999998,0.055,0.031,0.039
7,-179.97,-95.15999999999997,0.063,0.025,0.029
8,-203.83999999999997,-101.19,0.061,0.025,0.032
9,-220.74,-106.20999999999998,0.064,0.026,0.023
10,-228.44,-104.46999999999997,0.052,0.021,0.01
