temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.047,0.022,0.0
1,6.810000000000002,6.409999999999968,0.045,0.021,0.015
2,28.939999999999998,15.829999999999984,0.051,0.023,0.033
3,59.14,29.22999999999996,0.042,0.028,0.055
4,88.21,45.0,0.035,0.035,0.045
5,116.50000000000001,61.139999999999986,0.026,0.026,0.052
6,137.76,79.32,0.048,0.027,0.056
7,159.66000000000003,102.63,0.049,0.024,0.054
8,180.57999999999998,124.82,0.053,0.027,0.052
9,194.82999999999998,142.03999999999996,0.055,0.027,0.039
10,209.88,156.44,0.055,0.031,0.034
11,223.25,168.03999999999996,0.056,0.031,0.029
12,229.49,174.90999999999997,0.061,0.034,0.016
