temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.063,0.025,0.0
1,12.5,-7.419999999999959,0.083,0.037,0.022
2,36.06,-14.620000000000005,0.068,0.038,0.027
3,68.47,-12.849999999999966,0.056,0.027,0.04
4,92.72,-11.359999999999957,0.053,0.031,0.03
5,117.73999999999998,-10.550000000000011,0.068,0.035,0.031
6,137.4,-10.139999999999986,0.065,0.034,0.025
7,161.6,-8.639999999999986,0.066,0.036,0.03
8,181.81999999999996,-8.740000000000009,0.077,0.034,0.025
9,209.24999999999997,-10.45999999999998,0.075,0.038,0.035
10,223.22,-9.349999999999966,0.069,0.039,0.018
11,236.14000000000001,-10.019999999999982,0.071,0.041,0.017
12,246.04,-10.229999999999961,0.079,0.039,0.012
13,256.1,-9.519999999999982,0.077,0.039,0.012
