temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.052,0.028,0.0
1,-14.45999999999998,-15.269999999999982,0.071,0.031,0.035
2,-46.28000000000003,-40.20999999999998,0.059,0.036,0.048
3,-80.47000000000003,-58.71999999999997,0.037,0.039,0.055
4,-106.97999999999999,-72.69999999999999,0.035,0.033,0.043
5,-134.81,-86.49000000000001,0.039,0.045,0.054
6,-166.18,-100.82,0.03,0.052,0.053
7,-190.48,-113.14999999999998,0.037,0.052,0.039
8,-206.4,-119.75,0.033,0.054,0.024
9,-213.63,-125.01999999999998,0.043,0.059,0.014
