temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.025,0.024,0.0
1,-7.889999999999986,2.099999999999966,0.034,0.031,0.011
2,-22.689999999999998,16.860000000000014,0.064,0.035,0.055
3,-45.889999999999986,59.849999999999966,0.097,0.036,0.097
4,-63.379999999999995,97.12,0.089,0.038,0.078
5,-69.91,105.88999999999999,0.079,0.035,0.019
6,-6.960000000000008,-17.910000000000025,0.03,0.031,0.0
7,-12.490000000000009,-14.860000000000014,0.038,0.038,0.009
8,-25.22999999999999,-5.220000000000027,0.053,0.048,0.028
9,-66.78,50.870000000000005,0.109,0.043,0.15
10,-87.47999999999999,89.82,0.104,0.045,0.082
11,-96.03,108.57,0.098,0.046,0.039
