user_id,gesture_label,dx_0,dx_1,dx_2,dx_3,dx_4,dx_5,dx_6,dx_7,dx_8,dx_9,dx_10,dx_11,dx_12,dx_13,dx_14,dx_15,dx_16,dx_17,dx_18,dy_0,dy_1,dy_2,dy_3,dy_4,dy_5,dy_6,dy_7,dy_8,dy_9,dy_10,dy_11,dy_12,dy_13,dy_14,dy_15,dy_16,dy_17,dy_18,dx_global,dy_global,angle,total_length,split,fold
1,2,4.7430932254980736,5.577722932233028,5.6521215813191965,5.009915975958197,4.511717452051617,4.94556583296152,6.230850996244644,7.256344896307347,7.470378224715496,7.5077900362745,7.611234346363204,7.656322381790375,7.582781426941921,7.297543453912638,7.036368626945972,7.437395060586596,7.895831655205058,7.635893429090274,6.7811284656003465,-7.39968401769845,-6.738017781848982,-6.688622255009324,-7.215017982613183,-7.5975869816012604,-7.177393441345281,-6.018880597985714,-5.021231462332246,-4.643786990948222,-4.46097453144764,-4.308531287986035,-4.264229610108174,-4.389003982145496,-4.84122084808368,-5.240017041481963,-4.551349899480911,-3.8221521330518016,-4.31654032262513,-5.515758832206487,125.84,-104.20999999999998,-0.6916507294875697,166.3609887560782,validation,0
1,2,6.66102574976614,3.8185005622842505,4.6212939784940605,5.6629108501171,4.761639350999793,4.728319908741234,5.90350066936271,6.174954789266188,5.743769378962348,6.1133789779525,6.993483864391017,7.56843631810392,7.752934736416535,7.58974684293004,7.165334792713253,6.847005837578891,7.135865679565754,7.429305129793278,6.738592582560983,-5.8592120803432834,-7.8731324503602576,-7.3946605029653,-6.746285035021231,-7.399143921427257,-7.365563591074036,-6.441944885153077,-6.2925368358079155,-6.6660289956994205,-6.208419539687512,-5.231521030754777,-4.56102153066098,-4.283923892467939,-4.423291525893248,-5.010351736919702,-5.496383933906486,-5.106924673772781,-4.678172940174974,-5.591480897909818,119.41,-112.63,-0.7561873743108886,166.68868758760507,train,0
1,2,6.014704609284769,4.956167754069511,5.011744033817202,5.806599239127921,6.646264109617405,6.598354458005133,5.431066243889525,4.992260118897484,5.75571906504495,6.358281386940007,6.520408663709638,6.927150793037285,7.440136560717676,7.215279091379216,7.340698343643197,8.2625198649595,7.0817751529450845,7.452676981196035,7.648193529718455,-6.606508546199183,-7.409713842950116,-7.401383221260261,-6.791697963111286,-6.010482858793697,-5.995953513207326,-7.026453937148297,-7.441969259368932,-6.807397909611026,-6.301477497369376,-6.137831408621864,-5.594590675172697,-4.926716907949128,-5.29301925379977,-5.052645015356973,-3.5688842097266615,-5.276984761810027,-4.877380415958768,-4.598908802584617,123.46,-113.12,-0.7417198151879575,169.61514899458368,validation,0
1,2,5.905761330814338,5.297414573573425,5.207002043372299,5.602845339315731,5.916618697932812,5.710239232067412,5.363539954649589,5.098919445247155,5.5980230029861815,7.3261701999494235,8.687008302960948,8.321869712197582,7.964544856142453,8.11074183618274,8.283090078908089,8.420810193032466,8.223838293192145,7.849196586072992,8.452366321402167,-7.961155982364969,-8.358444469439188,-8.418749487131237,-8.161604289124838,-7.937444850695748,-8.031056816908148,-8.317128354767576,-8.67760656416209,-8.230123472127104,-6.361489342008156,-4.902096279839412,-5.407567093130936,-5.859133126659572,-5.676037149222537,-5.416527583306149,-5.212202340186636,-5.49927991785448,-6.0327936320887545,-5.1395592489824935,131.33999999999995,-129.60000000000002,-0.7787300626422777,188.05372802704832,train,0
1,2,9.269621203743508,7.092322779637804,5.975505575667572,5.900220150192634,6.251184570211652,6.293011579790523,6.050534715170201,6.015083714717036,6.402198152350259,7.028066830590326,7.376467276354589,7.405256407895706,7.354499324860669,7.300124847438724,7.24216268596885,7.180719616418116,7.310650517629185,8.229829066784504,10.052540984578158,-6.122110176330036,-8.097204267481528,-9.126532497164893,-9.22657963094322,-8.932600406837835,-8.884333279542389,-9.066721669235143,-9.099615330562095,-8.816226369989081,-8.342005905615906,-8.029511777647656,-7.9219028987971285,-7.928146435453854,-8.0194501322475,-8.19580272299929,-8.457003509515658,-8.436799454926017,-7.01141551580622,-3.9660380189045554,135.73000000000002,-153.68,-0.8473415522727681,207.11247453877027,validation,0
1,2,4.146078516490622,5.539466866792418,5.782778991179542,5.230583290447733,4.728186790512467,4.416588954572752,4.342437031708506,4.582912987654282,5.542791069720927,7.2452320527623755,8.148242047667004,7.667263246608108,7.148805995848861,7.1677216883946215,7.9968915758447565,7.760796732577006,6.348282778040314,7.55870289254905,7.976236490628651,-8.25836333939963,-7.248296336956397,-7.104210479160116,-7.531527916622821,-7.828122076301593,-7.959665302761593,-8.105283826643877,-8.153341543136861,-7.285329398943226,-5.362619284226085,-4.350391824338388,-5.020060428013281,-5.730973751282448,-5.70299791107972,-4.523550689731806,-4.808019356834791,-6.702715079374528,-4.882215295412081,-4.492316159780756,119.33,-121.05,-0.7925533786686548,173.95085221412234,train,0
1,2,5.513611509873362,5.33142197798672,5.231464989105973,5.211436378766198,5.227915002342158,5.243034782794663,5.438743678302433,6.228708278677637,7.4918587032616415,8.171303470571395,8.158496095701587,7.959121412961437,7.57809172090964,7.260127277930707,7.769288031720137,8.141057945212339,7.708480209554594,7.995464003807868,7.34037453051954,-7.537715986252632,-7.681236864962152,-7.743366185317136,-7.728566703387866,-7.720937440623004,-7.7943142194485375,-7.70710433029187,-6.908176312626509,-5.510787831563057,-4.638785663027818,-4.538619763459138,-4.883509334732381,-5.480953694613859,-5.901112659234343,-5.135501378089685,-4.609445527054461,-5.27967522367571,-4.838834560025134,-5.6813563216147,129.00000000000003,-117.32,-0.7380156619231902,177.50567921863018,train,0
1,2,6.035596947205915,6.81186830274272,7.428759079844701,7.738361940053377,7.637898844398418,7.035307005678163,6.226981740703081,6.32790111101226,7.468527269213524,8.909447559405137,10.077611734033795,9.79425203603067,9.357790891620425,9.749355803008186,9.671774830566875,9.951894016603873,9.631555845852347,9.320822941976587,9.444292100049921,-9.234929032876149,-8.68072450016611,-8.14367417423096,-7.86981911692552,-7.996082990002343,-8.47637154740113,-9.075747650323251,-9.057788583946767,-8.250051132692448,-6.534629337598133,-4.484498474524443,-5.017485654971566,-5.871385872650507,-5.162235546776344,-5.300498967860506,-4.778524686482186,-5.36215134504873,-5.801069017899238,-5.562332367623725,158.61999999999998,-130.66000000000005,-0.6890437046636146,209.597998233458,train,0
1,2,6.5954616464867595,6.277101849682493,6.116206818940157,6.090312709911338,6.115085695109375,6.166133040529417,6.222076821414454,6.393212832937216,6.899082679463078,7.672977226850151,7.913688295783331,7.546782979505991,7.745833463860464,8.083342206454688,7.7881834092237625,7.506002631129263,8.083672477418716,7.579348961779388,4.645494253519985,-6.277144396614015,-6.584191570262386,-6.741870464576989,-6.768824635008169,-6.735045769741625,-6.675406311060556,-6.67794226590167,-6.55676182763407,-5.912084409329289,-4.835901102185552,-4.527189282920752,-5.093087601658496,-4.76387205200561,-4.216091834641645,-4.64991226808813,-5.13751548258324,-4.415694867137333,-4.80225732583331,-7.919206532817185,131.44000000000003,-109.29000000000002,-0.6936447173969148,172.91541508519185,train,0
1,2,7.218378161177074,6.358472291666675,5.96814563852667,5.365616658953286,6.496498124412408,7.4840192709304745,7.551007787230887,7.957828622535871,8.235524163276914,8.071241914359774,8.310242717323561,7.2971919149419335,8.252798069421758,8.23189098323553,5.0906886428821565,4.950378369036329,5.12696456085726,4.55440031164062,2.4087117975908257,-6.098158618237449,-6.988072417674126,-7.332115844878972,-7.778987767805404,-6.858197335437243,-5.824187761794178,-5.690427355880473,-5.053223563105654,-4.63409110873954,-4.916544188360994,-4.499155133728536,-6.07560618069499,-4.563434393335214,-4.174878958310018,-8.174464270045007,-8.010039045304069,-7.888944616146276,-8.269706968232882,-9.169764472288932,124.93,-121.99999999999996,-0.7735330092981556,179.5466163613873,train,0
