temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.054,0.023,0.0
1,-13.060000000000002,-11.980000000000018,0.082,0.044,0.029
2,-22.25999999999999,-20.139999999999986,0.084,0.047,0.02
3,-46.079999999999984,-37.18000000000001,0.073,0.039,0.046
4,-64.23999999999995,-59.85000000000002,0.075,0.04,0.047
5,-81.65999999999997,-78.80000000000001,0.055,0.035,0.03
6,-99.28999999999996,-91.05000000000001,0.035,0.036,0.033
7,-119.22999999999996,-101.32999999999998,0.031,0.026,0.032
8,-136.76999999999998,-114.01999999999998,0.028,0.026,0.034
9,-151.53999999999996,-125.0,0.024,0.026,0.029
