temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.064,0.02,0.0
1,-5.660000000000025,-10.219999999999999,0.101,0.04,0.022
2,3.909999999999968,-5.280000000000001,0.067,0.022,0.0
3,-20.170000000000016,-0.5,0.063,0.018,0.0
4,-42.64000000000004,212.69,0.025,0.022,0.241
5,-44.75,222.45999999999998,0.02,0.021,0.02
6,-48.81999999999999,232.39999999999998,0.026,0.023,0.021
7,-49.400000000000034,244.96999999999997,0.026,0.026,0.025
8,-47.89000000000004,255.88,0.02,0.022,0.022
9,-48.04000000000002,269.11,0.045,0.024,0.044
10,-49.34000000000003,291.99,0.052,0.023,0.046
11,-46.379999999999995,308.86,0.056,0.025,0.034
12,-48.0,327.82,0.046,0.025,0.038
13,-45.920000000000016,344.81,0.053,0.026,0.034
