temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.03,0.039,0.0
1,12.810000000000002,6.390000000000043,0.032,0.045,0.02
2,24.360000000000014,13.170000000000016,0.026,0.039,0.02
3,45.20000000000002,25.54000000000002,0.03,0.026,0.032
4,54.900000000000006,32.93000000000001,0.033,0.032,0.019
5,65.76000000000002,41.78000000000003,0.028,0.022,0.022
6,81.28,51.370000000000005,0.025,0.022,0.027
7,115.63000000000002,82.29000000000002,0.044,0.019,0.0
8,126.56000000000003,93.99000000000001,0.05,0.03,0.027
9,133.08,99.46000000000004,0.056,0.024,0.014
