temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.066,0.036,0.0
1,-8.53000000000003,-11.939999999999998,0.086,0.046,0.026
2,-17.360000000000014,-21.02000000000004,0.078,0.043,0.022
3,-40.97000000000003,-50.49000000000001,0.064,0.029,0.06
4,-54.49000000000001,-70.67000000000002,0.051,0.029,0.029
5,-68.75,-84.40000000000003,0.032,0.027,0.031
6,-82.62,-96.5,0.028,0.026,0.03
7,-97.96000000000004,-109.57,0.022,0.023,0.032
8,-109.32,-122.72000000000003,0.022,0.023,0.03
9,-122.47000000000003,-128.08000000000004,0.02,0.019,0.02
