temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.031,0.025,0.0
1,-2.0399999999999636,4.810000000000002,0.027,0.026,0.01
2,-2.7899999999999636,14.169999999999959,0.033,0.032,0.019
3,-5.609999999999957,27.97999999999996,0.032,0.026,0.028
4,-8.560000000000002,42.46999999999997,0.032,0.031,0.029
5,-10.489999999999952,58.71999999999997,0.052,0.037,0.058
6,-11.689999999999998,86.44999999999999,0.067,0.035,0.055
7,-10.479999999999961,113.35999999999996,0.06,0.032,0.054
8,-10.439999999999998,141.72999999999996,0.066,0.035,0.057
9,-10.67999999999995,161.72999999999996,0.066,0.035,0.04
10,-10.75,176.57,0.056,0.034,0.03
