temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.06,0.031,0.0
1,8.830000000000013,-10.950000000000045,0.082,0.04,0.024
2,24.159999999999997,-32.879999999999995,0.08,0.034,0.048
3,42.81,-60.55000000000001,0.084,0.035,0.06
4,58.360000000000014,-83.73000000000002,0.097,0.039,0.05
5,75.44,-108.18,0.096,0.037,0.047
6,92.19,-130.54000000000002,0.055,0.037,0.029
7,121.70000000000002,-147.06,0.035,0.034,0.05
8,142.63000000000002,-158.88,0.032,0.033,0.035
9,162.13000000000002,-171.08000000000004,0.032,0.031,0.034
10,173.96,-179.27000000000004,0.031,0.03,0.022
11,185.6,-185.95000000000005,0.034,0.031,0.02
