temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.035,0.018,0.0
1,-29.980000000000018,-1.420000000000016,0.028,0.031,0.02
2,-53.71999999999997,-1.75,0.03,0.029,0.03
3,-80.39999999999998,-0.18999999999999773,0.033,0.02,0.033
4,-121.90999999999997,-3.1299999999999955,0.024,0.026,0.052
5,-155.78,-5.849999999999966,0.025,0.028,0.043
6,-206.82999999999998,-10.740000000000009,0.036,0.032,0.067
7,-242.69,-3.240000000000009,0.052,0.02,0.047
8,-267.69,0.9300000000000068,0.046,0.018,0.032
9,-185.2,-3.099999999999966,0.023,0.024,0.0
10,-261.47,10.360000000000014,0.069,0.029,0.0
11,-280.8,16.480000000000018,0.076,0.033,0.027
12,-306.91999999999996,23.970000000000027,0.074,0.032,0.036
13,-319.09,26.28000000000003,0.065,0.03,0.016
