temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.051,0.019,0.0
1,-11.870000000000005,-5.180000000000007,0.053,0.029,0.018
2,-28.629999999999995,-15.879999999999995,0.061,0.031,0.03
3,-48.31999999999999,-32.55000000000001,0.066,0.031,0.041
4,-71.75999999999999,-53.210000000000036,0.066,0.032,0.048
5,-106.25,-78.31,0.038,0.032,0.054
6,-127.12,-91.49000000000001,0.03,0.03,0.037
7,-150.41,-104.79000000000002,0.032,0.037,0.039
8,-180.20000000000002,-122.34000000000003,0.028,0.026,0.056
9,-186.33,-127.90000000000003,0.022,0.02,0.014
