temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.04,0.04,0.0
1,-0.36000000000001364,5.759999999999991,0.041,0.038,0.012
2,-2.3100000000000023,11.370000000000005,0.039,0.042,0.011
3,-2.340000000000032,19.600000000000023,0.039,0.039,0.016
4,-3.5200000000000387,29.379999999999995,0.033,0.036,0.02
5,-7.25,45.620000000000005,0.037,0.031,0.05
6,-5.970000000000027,61.400000000000034,0.054,0.033,0.041
7,-5.7900000000000205,80.94999999999999,0.061,0.033,0.039
8,-4.4500000000000455,101.17000000000002,0.061,0.035,0.041
9,-5.860000000000014,122.5,0.062,0.036,0.043
10,-8.129999999999995,151.24,0.066,0.039,0.058
11,-8.07000000000005,166.76,0.064,0.037,0.031
12,-6.340000000000032,176.15000000000003,0.046,0.02,0.019
