temporal_point,x,y,height,width,finger_pressure
0,0.0,0.0,0.022,0.027,0.0
1,20.680000000000007,6.269999999999982,0.032,0.044,0.029
2,37.21000000000001,11.71999999999997,0.03,0.043,0.02
3,52.49000000000001,22.079999999999984,0.029,0.028,0.026
4,61.93000000000001,28.829999999999984,0.028,0.028,0.018
5,71.99000000000001,36.19999999999999,0.033,0.031,0.019
6,88.99000000000001,44.889999999999986,0.025,0.023,0.029
7,101.25999999999999,53.19999999999999,0.044,0.02,0.033
8,125.66000000000003,79.78999999999996,0.053,0.023,0.061
9,141.43,96.20999999999998,0.053,0.022,0.038
